epoch,step,train_F1,train_OA,train_mIoU,val_F1,val_OA,val_mIoU
18,15902,0.9056709408760071,0.9056440591812134,0.8290887475013733,,,
19,16739,,,,0.8266279101371765,0.8823167085647583,0.7238974571228027
19,16739,0.907103955745697,0.9070287346839905,0.8314003944396973,,,
20,17576,,,,0.8249430060386658,0.8837817311286926,0.7203944325447083
20,17576,0.9118277430534363,0.9102290868759155,0.8394629955291748,,,
21,18413,,,,0.8799296617507935,0.8840411901473999,0.7895615100860596
21,18413,0.912162721157074,0.911512017250061,0.8398756980895996,,,
22,19250,,,,0.8922862410545349,0.8853079080581665,0.8096086382865906
22,19250,0.914588212966919,0.9128276705741882,0.8440198302268982,,,
23,20087,,,,0.876461386680603,0.8865660429000854,0.784237802028656
23,20087,0.917694091796875,0.9157972931861877,0.8492591977119446,,,
24,20924,,,,0.9003151059150696,0.8970445990562439,0.8212165236473083
24,20924,0.9174010753631592,0.9157674312591553,0.8487719893455505,,,
25,21761,,,,0.8808554410934448,0.8972299695014954,0.790518581867218
25,21761,0.9197529554367065,0.9179539680480957,0.8527356386184692,,,
26,22598,,,,0.8637436032295227,0.9007421135902405,0.7693822979927063
26,22598,0.9206816554069519,0.9186133146286011,0.854273796081543,,,
27,23435,,,,0.8984575867652893,0.8904882073402405,0.8198400735855103
27,23435,0.9225712418556213,0.919632077217102,0.857634425163269,,,
28,24272,,,,0.8092783093452454,0.8933588266372681,0.7219465970993042
28,24272,0.9224833250045776,0.9202966094017029,0.8574023842811584,,,
29,25109,,,,0.8319369554519653,0.8973941206932068,0.7351030111312866
29,25109,0.9243497252464294,0.9218818545341492,0.860634982585907,,,
30,25946,,,,0.906383216381073,0.9087575674057007,0.8307823538780212
30,25946,0.9247178435325623,0.9219807982444763,0.8612602353096008,,,
31,26783,,,,0.8835770487785339,0.8970991969108582,0.7960692644119263
31,26783,0.9252888560295105,0.9222657084465027,0.8622376322746277,,,
32,27620,,,,0.8199118375778198,0.8993174433708191,0.732161283493042
32,27620,0.9266336560249329,0.9237630367279053,0.864539623260498,,,
33,28457,,,,0.8314113020896912,0.8991308808326721,0.7376155257225037
33,28457,0.9271947145462036,0.9240990281105042,0.8655223250389099,,,
34,29294,,,,0.7980870604515076,0.9004505276679993,0.7137651443481445
34,29294,0.927267849445343,0.9242741465568542,0.865681529045105,,,
35,30131,,,,0.7847585082054138,0.8974384665489197,0.7100192904472351
35,30131,0.9272055625915527,0.9247723817825317,0.8654958009719849,,,
36,30968,,,,0.7999759912490845,0.8977311253547668,0.7162890434265137
36,30968,0.9274521470069885,0.9244230389595032,0.8659465312957764,,,
37,31805,,,,0.8101724982261658,0.8978255987167358,0.718167781829834
37,31805,0.9281843900680542,0.9254608750343323,0.8672009706497192,,,
38,32642,,,,0.7919360995292664,0.9011649489402771,0.715764045715332
38,32642,0.9281471371650696,0.9249383807182312,0.8671584725379944,,,
39,33479,,,,0.793286144733429,0.8987613916397095,0.7123937606811523
39,33479,0.9270874857902527,0.9247562289237976,0.8652747869491577,,,
